"date","PM25","city"
"2017-12-21",17,"puerto_montt"
"2017-12-22",13,"puerto_montt"
"2017-12-23",12,"puerto_montt"
"2017-12-24",12,"puerto_montt"
"2017-12-25",8,"puerto_montt"
"2017-12-26",8,"puerto_montt"
"2017-12-27",10,"puerto_montt"
"2017-12-28",7,"puerto_montt"
"2017-12-29",14,"puerto_montt"
"2017-12-30",13,"puerto_montt"
"2017-12-31",8,"puerto_montt"
"2018-01-01",13,"puerto_montt"
"2018-01-02",9,"puerto_montt"
"2018-01-03",9,"puerto_montt"
"2018-01-04",17,"puerto_montt"
"2018-01-05",13,"puerto_montt"
"2018-01-06",14,"puerto_montt"
"2018-01-07",5,"puerto_montt"
"2018-01-08",8,"puerto_montt"
"2018-01-09",4,"puerto_montt"
"2018-01-15",6,"puerto_montt"
"2018-01-16",6,"puerto_montt"
"2018-01-17",4,"puerto_montt"
"2018-01-18",4,"puerto_montt"
"2018-01-19",3,"puerto_montt"
"2018-01-20",2,"puerto_montt"
"2018-01-21",8,"puerto_montt"
"2018-01-22",12,"puerto_montt"
"2018-01-23",6,"puerto_montt"
"2018-01-24",5,"puerto_montt"
"2018-01-25",12,"puerto_montt"
"2018-01-26",14,"puerto_montt"
"2018-01-27",11,"puerto_montt"
"2018-01-28",14,"puerto_montt"
"2018-01-29",7,"puerto_montt"
"2018-01-30",9,"puerto_montt"
"2018-01-31",6,"puerto_montt"
"2018-02-01",7,"puerto_montt"
"2018-02-02",5,"puerto_montt"
"2018-02-03",4,"puerto_montt"
"2018-02-04",6,"puerto_montt"
"2018-02-05",6,"puerto_montt"
"2018-02-06",10,"puerto_montt"
"2018-02-07",10,"puerto_montt"
"2018-02-08",13,"puerto_montt"
"2018-02-09",12,"puerto_montt"
"2018-02-10",7,"puerto_montt"
